question_id,student_id,test_no,subject,topic,difficulty,is_correct,mistake_type,time_taken_sec,expected_time_sec
5259,37,2,Mathematics,Calculus,medium,0,calculation,91.8,100
5260,37,2,Mathematics,Calculus,medium,0,silly,89.6,100
5261,37,2,Mathematics,Calculus,easy,0,conceptual,68.2,60
5262,37,2,Mathematics,Calculus,easy,0,silly,76.0,60
5263,37,2,Mathematics,Calculus,medium,0,calculation,102.1,100
5264,37,2,Mathematics,Calculus,medium,1,none,104.3,100
5265,37,2,Mathematics,Probability & Statistics,easy,1,none,39.7,60
5266,37,2,Mathematics,Probability & Statistics,medium,1,none,125.5,100
5267,37,2,Mathematics,Probability & Statistics,medium,1,none,82.5,100
5268,37,2,Mathematics,Probability & Statistics,hard,0,calculation,164.9,150
5269,37,2,Mathematics,Probability & Statistics,hard,0,calculation,149.2,150
5270,37,2,Mathematics,Probability & Statistics,easy,1,none,62.6,60
5271,37,2,Mathematics,Probability & Statistics,easy,0,conceptual,55.3,60
5272,37,2,Mathematics,Probability & Statistics,easy,1,none,35.4,60
5273,37,2,Mathematics,Number Theory,hard,0,conceptual,89.2,150
5274,37,2,Mathematics,Number Theory,easy,1,none,64.6,60
5275,37,2,Mathematics,Number Theory,hard,0,conceptual,176.7,150
5276,37,2,Mathematics,Number Theory,medium,0,conceptual,120.7,100
5277,37,2,Mathematics,Number Theory,easy,1,none,61.3,60
5278,37,2,Mathematics,Number Theory,hard,1,none,169.9,150
5279,37,2,Mathematics,Number Theory,medium,1,none,98.9,100
5280,37,2,Mathematics,Number Theory,hard,0,calculation,192.3,150
5281,37,3,Mathematics,Algebra,medium,1,none,106.5,100
5282,37,3,Mathematics,Algebra,hard,0,conceptual,157.3,150
5283,37,3,Mathematics,Algebra,easy,1,none,77.0,60
5284,37,3,Mathematics,Algebra,easy,1,none,81.1,60
5285,37,3,Mathematics,Algebra,medium,1,none,74.0,100
5286,37,3,Mathematics,Algebra,medium,1,none,115.1,100
5287,37,3,Mathematics,Algebra,easy,0,calculation,84.9,60
5288,37,3,Mathematics,Algebra,easy,0,conceptual,48.0,60
5289,37,3,Mathematics,Geometry,hard,0,calculation,211.3,150
5290,37,3,Mathematics,Geometry,easy,0,calculation,66.7,60
5291,37,3,Mathematics,Geometry,hard,0,calculation,94.9,150
5292,37,3,Mathematics,Geometry,easy,0,calculation,53.5,60
5293,37,3,Mathematics,Geometry,medium,0,conceptual,117.5,100
5294,37,3,Mathematics,Geometry,easy,0,conceptual,87.2,60
5295,37,3,Mathematics,Geometry,medium,0,conceptual,150.6,100
5296,37,3,Mathematics,Geometry,easy,1,none,62.0,60
5297,37,3,Mathematics,Trigonometry,medium,1,none,138.5,100
5298,37,3,Mathematics,Trigonometry,easy,1,none,96.2,60
5299,37,3,Mathematics,Trigonometry,medium,0,calculation,133.5,100
5300,37,3,Mathematics,Trigonometry,easy,0,calculation,90.4,60
5301,37,3,Mathematics,Trigonometry,hard,0,conceptual,127.9,150
5302,37,3,Mathematics,Trigonometry,hard,0,silly,159.9,150
5303,37,3,Mathematics,Trigonometry,easy,0,conceptual,42.3,60
5304,37,3,Mathematics,Trigonometry,hard,0,conceptual,155.7,150
5305,37,3,Mathematics,Calculus,medium,0,calculation,123.5,100
5306,37,3,Mathematics,Calculus,hard,0,conceptual,183.3,150
5307,37,3,Mathematics,Calculus,hard,0,calculation,243.4,150
5308,37,3,Mathematics,Calculus,easy,0,calculation,44.8,60
5309,37,3,Mathematics,Calculus,medium,1,none,73.5,100
5310,37,3,Mathematics,Calculus,medium,0,conceptual,108.2,100
5311,37,3,Mathematics,Calculus,hard,0,calculation,161.5,150
5312,37,3,Mathematics,Calculus,hard,0,calculation,211.6,150
5313,37,3,Mathematics,Probability & Statistics,medium,1,none,87.9,100
5314,37,3,Mathematics,Probability & Statistics,easy,1,none,63.8,60
5315,37,3,Mathematics,Probability & Statistics,medium,1,none,129.9,100
5316,37,3,Mathematics,Probability & Statistics,hard,1,none,144.9,150
5317,37,3,Mathematics,Probability & Statistics,easy,1,none,76.3,60
5318,37,3,Mathematics,Probability & Statistics,hard,1,none,149.9,150
5319,37,3,Mathematics,Probability & Statistics,easy,1,none,66.7,60
5320,37,3,Mathematics,Probability & Statistics,medium,1,none,95.2,100
5321,37,3,Mathematics,Number Theory,easy,0,conceptual,69.0,60
5322,37,3,Mathematics,Number Theory,medium,1,none,109.4,100
5323,37,3,Mathematics,Number Theory,easy,1,none,87.8,60
5324,37,3,Mathematics,Number Theory,medium,1,none,122.4,100
5325,37,3,Mathematics,Number Theory,easy,1,none,58.9,60
5326,37,3,Mathematics,Number Theory,medium,1,none,48.3,100
5327,37,3,Mathematics,Number Theory,medium,0,conceptual,109.5,100
5328,37,3,Mathematics,Number Theory,easy,0,silly,72.9,60
5329,38,1,Mathematics,Algebra,easy,1,none,78.0,60
5330,38,1,Mathematics,Algebra,easy,1,none,61.6,60
5331,38,1,Mathematics,Algebra,easy,1,none,107.6,60
5332,38,1,Mathematics,Algebra,medium,1,none,98.0,100
5333,38,1,Mathematics,Algebra,medium,1,none,109.6,100
5334,38,1,Mathematics,Algebra,easy,1,none,47.4,60
5335,38,1,Mathematics,Algebra,easy,0,conceptual,71.2,60
5336,38,1,Mathematics,Algebra,easy,1,none,62.8,60
5337,38,1,Mathematics,Geometry,medium,0,conceptual,114.0,100
5338,38,1,Mathematics,Geometry,hard,1,none,215.1,150
5339,38,1,Mathematics,Geometry,medium,0,conceptual,85.0,100
5340,38,1,Mathematics,Geometry,hard,1,none,92.8,150
5341,38,1,Mathematics,Geometry,medium,0,conceptual,103.9,100
5342,38,1,Mathematics,Geometry,medium,0,conceptual,138.6,100
5343,38,1,Mathematics,Geometry,medium,0,calculation,83.0,100
5344,38,1,Mathematics,Geometry,hard,1,none,125.0,150
5345,38,1,Mathematics,Trigonometry,easy,1,none,58.1,60
5346,38,1,Mathematics,Trigonometry,easy,1,none,84.5,60
5347,38,1,Mathematics,Trigonometry,easy,1,none,77.0,60
5348,38,1,Mathematics,Trigonometry,easy,1,none,76.6,60
5349,38,1,Mathematics,Trigonometry,medium,0,silly,93.0,100
5350,38,1,Mathematics,Trigonometry,medium,0,calculation,100.4,100
5351,38,1,Mathematics,Trigonometry,easy,0,silly,83.8,60
5352,38,1,Mathematics,Trigonometry,medium,1,none,119.3,100
5353,38,1,Mathematics,Calculus,hard,0,conceptual,164.8,150
5354,38,1,Mathematics,Calculus,easy,0,silly,71.0,60
5355,38,1,Mathematics,Calculus,medium,1,none,145.8,100
5356,38,1,Mathematics,Calculus,hard,0,conceptual,104.4,150
5357,38,1,Mathematics,Calculus,easy,1,none,72.6,60
5358,38,1,Mathematics,Calculus,hard,1,none,187.0,150
5359,38,1,Mathematics,Calculus,easy,1,none,76.6,60
5360,38,1,Mathematics,Calculus,easy,0,calculation,59.0,60
5361,38,1,Mathematics,Probability & Statistics,medium,1,none,105.9,100
5362,38,1,Mathematics,Probability & Statistics,easy,1,none,74.7,60
5363,38,1,Mathematics,Probability & Statistics,medium,1,none,120.6,100
5364,38,1,Mathematics,Probability & Statistics,medium,1,none,85.6,100
5365,38,1,Mathematics,Probability & Statistics,easy,1,none,55.8,60
5366,38,1,Mathematics,Probability & Statistics,hard,0,conceptual,81.2,150
5367,38,1,Mathematics,Probability & Statistics,easy,1,none,90.2,60
5368,38,1,Mathematics,Probability & Statistics,medium,0,calculation,76.6,100
5369,38,1,Mathematics,Number Theory,easy,0,conceptual,82.6,60
5370,38,1,Mathematics,Number Theory,easy,1,none,66.2,60
5371,38,1,Mathematics,Number Theory,medium,0,silly,106.6,100
5372,38,1,Mathematics,Number Theory,easy,0,conceptual,64.8,60
5373,38,1,Mathematics,Number Theory,easy,0,silly,59.3,60
5374,38,1,Mathematics,Number Theory,hard,0,conceptual,248.5,150
5375,38,1,Mathematics,Number Theory,medium,0,conceptual,140.8,100
5376,38,1,Mathematics,Number Theory,medium,0,conceptual,130.8,100
5377,38,2,Mathematics,Algebra,hard,0,conceptual,235.1,150
5378,38,2,Mathematics,Algebra,easy,1,none,91.5,60
5379,38,2,Mathematics,Algebra,easy,1,none,53.2,60
5380,38,2,Mathematics,Algebra,medium,1,none,135.8,100
5381,38,2,Mathematics,Algebra,medium,0,calculation,86.2,100
5382,38,2,Mathematics,Algebra,medium,0,silly,136.4,100
5383,38,2,Mathematics,Algebra,medium,1,none,125.2,100
5384,38,2,Mathematics,Algebra,easy,1,none,50.5,60
5385,38,2,Mathematics,Geometry,hard,1,none,143.9,150
5386,38,2,Mathematics,Geometry,easy,1,none,87.0,60
5387,38,2,Mathematics,Geometry,medium,1,none,136.8,100
5388,38,2,Mathematics,Geometry,hard,0,conceptual,163.3,150
5389,38,2,Mathematics,Geometry,easy,1,none,68.4,60
5390,38,2,Mathematics,Geometry,hard,0,silly,82.9,150
5391,38,2,Mathematics,Geometry,medium,0,conceptual,100.9,100
5392,38,2,Mathematics,Geometry,medium,1,none,58.6,100
5393,38,2,Mathematics,Trigonometry,easy,1,none,61.4,60
5394,38,2,Mathematics,Trigonometry,medium,0,calculation,70.2,100
5395,38,2,Mathematics,Trigonometry,easy,1,none,60.1,60
5396,38,2,Mathematics,Trigonometry,easy,1,none,53.7,60
5397,38,2,Mathematics,Trigonometry,medium,0,conceptual,81.8,100
5398,38,2,Mathematics,Trigonometry,medium,0,conceptual,62.1,100
5399,38,2,Mathematics,Trigonometry,medium,0,conceptual,127.2,100
5400,38,2,Mathematics,Trigonometry,hard,1,none,144.3,150
5401,38,2,Mathematics,Calculus,hard,0,calculation,128.8,150
5402,38,2,Mathematics,Calculus,easy,1,none,59.1,60
5403,38,2,Mathematics,Calculus,easy,0,conceptual,71.8,60
5404,38,2,Mathematics,Calculus,easy,1,none,37.4,60
5405,38,2,Mathematics,Calculus,medium,0,conceptual,122.8,100
5406,38,2,Mathematics,Calculus,easy,0,silly,72.8,60
5407,38,2,Mathematics,Calculus,easy,0,conceptual,54.1,60
5408,38,2,Mathematics,Calculus,easy,0,silly,76.6,60
5409,38,2,Mathematics,Probability & Statistics,hard,0,calculation,126.7,150
5410,38,2,Mathematics,Probability & Statistics,medium,1,none,119.8,100
5411,38,2,Mathematics,Probability & Statistics,medium,0,silly,131.6,100
5412,38,2,Mathematics,Probability & Statistics,easy,1,none,87.8,60
5413,38,2,Mathematics,Probability & Statistics,hard,1,none,196.4,150
5414,38,2,Mathematics,Probability & Statistics,medium,1,none,53.1,100
5415,38,2,Mathematics,Probability & Statistics,easy,1,none,56.0,60
5416,38,2,Mathematics,Probability & Statistics,easy,1,none,74.6,60
5417,38,2,Mathematics,Number Theory,easy,0,conceptual,71.7,60
5418,38,2,Mathematics,Number Theory,hard,0,conceptual,183.5,150
5419,38,2,Mathematics,Number Theory,hard,0,silly,181.8,150
5420,38,2,Mathematics,Number Theory,medium,0,calculation,102.6,100
5421,38,2,Mathematics,Number Theory,medium,0,conceptual,118.2,100
5422,38,2,Mathematics,Number Theory,easy,1,none,98.1,60
5423,38,2,Mathematics,Number Theory,easy,0,silly,68.8,60
5424,38,2,Mathematics,Number Theory,easy,0,conceptual,51.5,60
5425,38,3,Mathematics,Algebra,easy,0,silly,50.5,60
5426,38,3,Mathematics,Algebra,medium,0,conceptual,65.1,100
5427,38,3,Mathematics,Algebra,hard,0,calculation,127.7,150
5428,38,3,Mathematics,Algebra,medium,0,silly,103.3,100
5429,38,3,Mathematics,Algebra,easy,1,none,87.3,60
5430,38,3,Mathematics,Algebra,medium,1,none,110.3,100
5431,38,3,Mathematics,Algebra,hard,1,none,189.0,150
5432,38,3,Mathematics,Algebra,medium,1,none,93.4,100
5433,38,3,Mathematics,Geometry,medium,1,none,107.6,100
5434,38,3,Mathematics,Geometry,easy,0,conceptual,63.4,60
5435,38,3,Mathematics,Geometry,easy,1,none,72.6,60
5436,38,3,Mathematics,Geometry,medium,0,calculation,116.2,100
5437,38,3,Mathematics,Geometry,medium,1,none,130.8,100
5438,38,3,Mathematics,Geometry,hard,0,conceptual,184.6,150
5439,38,3,Mathematics,Geometry,hard,1,none,152.8,150
5440,38,3,Mathematics,Geometry,medium,1,none,83.5,100
5441,38,3,Mathematics,Trigonometry,medium,0,conceptual,85.9,100
5442,38,3,Mathematics,Trigonometry,easy,1,none,58.2,60
5443,38,3,Mathematics,Trigonometry,hard,1,none,90.5,150
5444,38,3,Mathematics,Trigonometry,hard,0,calculation,207.0,150
5445,38,3,Mathematics,Trigonometry,medium,0,calculation,145.7,100
5446,38,3,Mathematics,Trigonometry,medium,0,silly,79.7,100
5447,38,3,Mathematics,Trigonometry,hard,1,none,94.5,150
5448,38,3,Mathematics,Trigonometry,easy,1,none,79.5,60
5449,38,3,Mathematics,Calculus,easy,0,conceptual,50.5,60
5450,38,3,Mathematics,Calculus,hard,1,none,222.6,150
5451,38,3,Mathematics,Calculus,easy,0,conceptual,100.7,60
5452,38,3,Mathematics,Calculus,medium,0,conceptual,79.1,100
5453,38,3,Mathematics,Calculus,easy,1,none,63.2,60
5454,38,3,Mathematics,Calculus,hard,0,conceptual,134.8,150
5455,38,3,Mathematics,Calculus,easy,0,calculation,72.6,60
5456,38,3,Mathematics,Calculus,easy,0,silly,67.0,60
5457,38,3,Mathematics,Probability & Statistics,easy,1,none,70.0,60
5458,38,3,Mathematics,Probability & Statistics,easy,1,none,55.6,60
5459,38,3,Mathematics,Probability & Statistics,easy,1,none,67.3,60
5460,38,3,Mathematics,Probability & Statistics,medium,1,none,136.2,100
5461,38,3,Mathematics,Probability & Statistics,hard,1,none,171.7,150
5462,38,3,Mathematics,Probability & Statistics,easy,0,calculation,73.2,60
5463,38,3,Mathematics,Probability & Statistics,easy,1,none,52.7,60
5464,38,3,Mathematics,Probability & Statistics,medium,0,silly,93.8,100
5465,38,3,Mathematics,Number Theory,easy,0,calculation,81.2,60
5466,38,3,Mathematics,Number Theory,medium,1,none,175.4,100
5467,38,3,Mathematics,Number Theory,easy,0,conceptual,86.2,60
5468,38,3,Mathematics,Number Theory,medium,0,calculation,145.6,100
5469,38,3,Mathematics,Number Theory,medium,1,none,91.0,100
5470,38,3,Mathematics,Number Theory,easy,0,conceptual,80.1,60
5471,38,3,Mathematics,Number Theory,easy,0,conceptual,64.2,60
5472,38,3,Mathematics,Number Theory,medium,0,silly,88.0,100
5473,39,1,Mathematics,Algebra,easy,1,none,94.0,60
5474,39,1,Mathematics,Algebra,hard,0,conceptual,215.0,150
5475,39,1,Mathematics,Algebra,medium,0,calculation,157.1,100
5476,39,1,Mathematics,Algebra,hard,0,calculation,231.9,150
5477,39,1,Mathematics,Algebra,easy,0,calculation,64.4,60
5478,39,1,Mathematics,Algebra,hard,0,calculation,140.4,150
5479,39,1,Mathematics,Algebra,easy,1,none,69.9,60
5480,39,1,Mathematics,Algebra,hard,0,silly,172.0,150
5481,39,1,Mathematics,Geometry,easy,0,conceptual,90.8,60
5482,39,1,Mathematics,Geometry,easy,1,none,53.7,60
5483,39,1,Mathematics,Geometry,easy,1,none,67.8,60
5484,39,1,Mathematics,Geometry,medium,0,conceptual,136.4,100
5485,39,1,Mathematics,Geometry,medium,0,silly,92.7,100
5486,39,1,Mathematics,Geometry,medium,0,silly,88.4,100
5487,39,1,Mathematics,Geometry,easy,0,calculation,42.9,60
5488,39,1,Mathematics,Geometry,easy,1,none,43.0,60
5489,39,1,Mathematics,Trigonometry,hard,0,calculation,197.3,150
5490,39,1,Mathematics,Trigonometry,medium,0,calculation,109.5,100
5491,39,1,Mathematics,Trigonometry,hard,0,calculation,134.9,150
5492,39,1,Mathematics,Trigonometry,medium,0,conceptual,136.2,100
5493,39,1,Mathematics,Trigonometry,easy,0,calculation,56.8,60
5494,39,1,Mathematics,Trigonometry,medium,0,conceptual,172.4,100
5495,39,1,Mathematics,Trigonometry,hard,1,none,158.6,150
5496,39,1,Mathematics,Trigonometry,medium,0,calculation,154.6,100
5497,39,1,Mathematics,Calculus,easy,1,none,82.1,60
5498,39,1,Mathematics,Calculus,easy,0,conceptual,68.7,60
5499,39,1,Mathematics,Calculus,medium,0,conceptual,138.5,100
5500,39,1,Mathematics,Calculus,easy,1,none,43.8,60
5501,39,1,Mathematics,Calculus,easy,0,conceptual,66.4,60
5502,39,1,Mathematics,Calculus,medium,1,none,135.6,100
5503,39,1,Mathematics,Calculus,medium,1,none,125.9,100
5504,39,1,Mathematics,Calculus,hard,1,none,214.3,150
5505,39,1,Mathematics,Probability & Statistics,hard,0,conceptual,200.8,150
5506,39,1,Mathematics,Probability & Statistics,easy,1,none,44.5,60
5507,39,1,Mathematics,Probability & Statistics,medium,0,silly,135.4,100
5508,39,1,Mathematics,Probability & Statistics,easy,1,none,68.4,60
5509,39,1,Mathematics,Probability & Statistics,medium,0,conceptual,109.9,100
5510,39,1,Mathematics,Probability & Statistics,easy,1,none,109.8,60
5511,39,1,Mathematics,Probability & Statistics,easy,1,none,79.9,60
5512,39,1,Mathematics,Probability & Statistics,easy,1,none,58.0,60
5513,39,1,Mathematics,Number Theory,easy,1,none,70.9,60
5514,39,1,Mathematics,Number Theory,hard,1,none,140.8,150
5515,39,1,Mathematics,Number Theory,easy,1,none,67.2,60
5516,39,1,Mathematics,Number Theory,easy,1,none,36.5,60
5517,39,1,Mathematics,Number Theory,medium,1,none,118.0,100
5518,39,1,Mathematics,Number Theory,medium,1,none,98.7,100
5519,39,1,Mathematics,Number Theory,easy,1,none,87.4,60
5520,39,1,Mathematics,Number Theory,medium,1,none,145.3,100
5521,39,2,Mathematics,Algebra,medium,1,none,89.5,100
5522,39,2,Mathematics,Algebra,hard,0,conceptual,183.4,150
5523,39,2,Mathematics,Algebra,easy,0,silly,58.3,60
5524,39,2,Mathematics,Algebra,hard,1,none,192.1,150
5525,39,2,Mathematics,Algebra,easy,1,none,61.4,60
5526,39,2,Mathematics,Algebra,hard,0,conceptual,118.1,150
5527,39,2,Mathematics,Algebra,easy,1,none,78.7,60
5528,39,2,Mathematics,Algebra,easy,1,none,65.7,60
5529,39,2,Mathematics,Geometry,medium,1,none,103.7,100
5530,39,2,Mathematics,Geometry,hard,0,conceptual,164.3,150
5531,39,2,Mathematics,Geometry,hard,0,conceptual,223.1,150
5532,39,2,Mathematics,Geometry,medium,0,silly,98.5,100
5533,39,2,Mathematics,Geometry,easy,0,conceptual,87.2,60
5534,39,2,Mathematics,Geometry,hard,0,silly,153.5,150
5535,39,2,Mathematics,Geometry,medium,1,none,102.6,100
5536,39,2,Mathematics,Geometry,easy,0,conceptual,87.7,60
5537,39,2,Mathematics,Trigonometry,easy,1,none,46.7,60
5538,39,2,Mathematics,Trigonometry,easy,1,none,62.4,60
5539,39,2,Mathematics,Trigonometry,medium,1,none,184.8,100
5540,39,2,Mathematics,Trigonometry,medium,1,none,114.2,100
5541,39,2,Mathematics,Trigonometry,medium,0,silly,180.3,100
5542,39,2,Mathematics,Trigonometry,medium,1,none,95.7,100
5543,39,2,Mathematics,Trigonometry,easy,1,none,74.3,60
5544,39,2,Mathematics,Trigonometry,medium,1,none,92.7,100
5545,39,2,Mathematics,Calculus,hard,0,conceptual,92.0,150
5546,39,2,Mathematics,Calculus,medium,0,conceptual,97.1,100
5547,39,2,Mathematics,Calculus,easy,1,none,70.3,60
5548,39,2,Mathematics,Calculus,easy,0,silly,50.4,60
5549,39,2,Mathematics,Calculus,easy,1,none,86.0,60
5550,39,2,Mathematics,Calculus,medium,1,none,108.6,100
5551,39,2,Mathematics,Calculus,medium,1,none,113.5,100
5552,39,2,Mathematics,Calculus,easy,0,conceptual,46.8,60
5553,39,2,Mathematics,Probability & Statistics,easy,1,none,49.5,60
5554,39,2,Mathematics,Probability & Statistics,easy,1,none,64.3,60
5555,39,2,Mathematics,Probability & Statistics,hard,0,conceptual,119.1,150
5556,39,2,Mathematics,Probability & Statistics,hard,1,none,114.3,150
5557,39,2,Mathematics,Probability & Statistics,hard,1,none,161.4,150
5558,39,2,Mathematics,Probability & Statistics,hard,1,none,102.4,150
5559,39,2,Mathematics,Probability & Statistics,easy,1,none,75.9,60
5560,39,2,Mathematics,Probability & Statistics,medium,1,none,71.9,100
5561,39,2,Mathematics,Number Theory,easy,1,none,62.8,60
5562,39,2,Mathematics,Number Theory,hard,0,conceptual,174.8,150
5563,39,2,Mathematics,Number Theory,hard,0,silly,103.0,150
5564,39,2,Mathematics,Number Theory,easy,1,none,79.4,60
5565,39,2,Mathematics,Number Theory,medium,1,none,158.5,100
5566,39,2,Mathematics,Number Theory,hard,1,none,129.7,150
5567,39,2,Mathematics,Number Theory,easy,1,none,87.6,60
5568,39,2,Mathematics,Number Theory,medium,0,conceptual,92.0,100
5569,39,3,Mathematics,Algebra,hard,0,conceptual,122.7,150
5570,39,3,Mathematics,Algebra,easy,0,conceptual,30.8,60
5571,39,3,Mathematics,Algebra,easy,1,none,60.9,60
5572,39,3,Mathematics,Algebra,easy,0,silly,65.2,60
5573,39,3,Mathematics,Algebra,medium,0,silly,126.2,100
5574,39,3,Mathematics,Algebra,medium,0,conceptual,97.1,100
5575,39,3,Mathematics,Algebra,medium,0,silly,130.4,100
5576,39,3,Mathematics,Algebra,easy,0,silly,77.7,60
5577,39,3,Mathematics,Geometry,easy,1,none,55.7,60
5578,39,3,Mathematics,Geometry,hard,0,silly,125.6,150
5579,39,3,Mathematics,Geometry,easy,1,none,66.5,60
5580,39,3,Mathematics,Geometry,easy,0,silly,60.9,60
5581,39,3,Mathematics,Geometry,medium,0,conceptual,100.3,100
5582,39,3,Mathematics,Geometry,medium,1,none,118.2,100
5583,39,3,Mathematics,Geometry,medium,0,silly,143.4,100
5584,39,3,Mathematics,Geometry,hard,0,conceptual,175.6,150
5585,39,3,Mathematics,Trigonometry,easy,1,none,59.7,60
5586,39,3,Mathematics,Trigonometry,medium,0,silly,110.2,100
5587,39,3,Mathematics,Trigonometry,easy,1,none,62.5,60
5588,39,3,Mathematics,Trigonometry,hard,0,conceptual,200.4,150
5589,39,3,Mathematics,Trigonometry,easy,1,none,65.7,60
5590,39,3,Mathematics,Trigonometry,hard,0,silly,101.1,150
5591,39,3,Mathematics,Trigonometry,medium,0,conceptual,79.6,100
5592,39,3,Mathematics,Trigonometry,easy,1,none,90.6,60
5593,39,3,Mathematics,Calculus,easy,0,conceptual,59.9,60
5594,39,3,Mathematics,Calculus,medium,1,none,111.7,100
5595,39,3,Mathematics,Calculus,medium,0,silly,115.1,100
5596,39,3,Mathematics,Calculus,hard,0,calculation,227.2,150
5597,39,3,Mathematics,Calculus,hard,1,none,65.8,150
5598,39,3,Mathematics,Calculus,medium,0,conceptual,65.3,100
5599,39,3,Mathematics,Calculus,hard,0,conceptual,157.5,150
5600,39,3,Mathematics,Calculus,easy,0,conceptual,82.5,60
5601,39,3,Mathematics,Probability & Statistics,medium,0,conceptual,79.3,100
5602,39,3,Mathematics,Probability & Statistics,easy,1,none,60.9,60
5603,39,3,Mathematics,Probability & Statistics,easy,1,none,65.6,60
5604,39,3,Mathematics,Probability & Statistics,hard,1,none,152.1,150
5605,39,3,Mathematics,Probability & Statistics,easy,0,silly,43.2,60
5606,39,3,Mathematics,Probability & Statistics,hard,0,conceptual,89.8,150
5607,39,3,Mathematics,Probability & Statistics,easy,1,none,91.7,60
5608,39,3,Mathematics,Probability & Statistics,easy,1,none,54.5,60
5609,39,3,Mathematics,Number Theory,medium,1,none,72.8,100
5610,39,3,Mathematics,Number Theory,hard,1,none,138.1,150
5611,39,3,Mathematics,Number Theory,hard,1,none,199.2,150
5612,39,3,Mathematics,Number Theory,hard,1,none,199.4,150
5613,39,3,Mathematics,Number Theory,medium,1,none,74.5,100
5614,39,3,Mathematics,Number Theory,medium,1,none,31.4,100
5615,39,3,Mathematics,Number Theory,easy,1,none,54.5,60
5616,39,3,Mathematics,Number Theory,medium,0,conceptual,123.7,100
5617,40,1,Mathematics,Algebra,hard,0,silly,152.5,150
5618,40,1,Mathematics,Algebra,medium,1,none,80.8,100
5619,40,1,Mathematics,Algebra,hard,1,none,153.0,150
5620,40,1,Mathematics,Algebra,medium,1,none,108.1,100
5621,40,1,Mathematics,Algebra,easy,1,none,60.9,60
5622,40,1,Mathematics,Algebra,medium,0,silly,98.0,100
5623,40,1,Mathematics,Algebra,medium,1,none,134.3,100
5624,40,1,Mathematics,Algebra,medium,1,none,123.2,100
5625,40,1,Mathematics,Geometry,medium,1,none,75.7,100
5626,40,1,Mathematics,Geometry,medium,1,none,105.7,100
5627,40,1,Mathematics,Geometry,easy,1,none,71.5,60
5628,40,1,Mathematics,Geometry,easy,1,none,60.3,60
5629,40,1,Mathematics,Geometry,medium,0,conceptual,129.9,100
5630,40,1,Mathematics,Geometry,easy,1,none,91.2,60
5631,40,1,Mathematics,Geometry,medium,1,none,100.0,100
5632,40,1,Mathematics,Geometry,easy,1,none,41.0,60
5633,40,1,Mathematics,Trigonometry,easy,0,conceptual,71.1,60
5634,40,1,Mathematics,Trigonometry,easy,0,calculation,56.3,60
5635,40,1,Mathematics,Trigonometry,medium,0,conceptual,125.5,100
5636,40,1,Mathematics,Trigonometry,medium,0,calculation,124.7,100
5637,40,1,Mathematics,Trigonometry,easy,1,none,91.7,60
5638,40,1,Mathematics,Trigonometry,easy,0,conceptual,56.0,60
5639,40,1,Mathematics,Trigonometry,medium,0,conceptual,81.3,100
5640,40,1,Mathematics,Trigonometry,hard,0,calculation,221.6,150
5641,40,1,Mathematics,Calculus,easy,0,conceptual,65.5,60
5642,40,1,Mathematics,Calculus,medium,0,calculation,144.7,100
5643,40,1,Mathematics,Calculus,easy,0,silly,68.7,60
5644,40,1,Mathematics,Calculus,medium,0,calculation,134.9,100
5645,40,1,Mathematics,Calculus,easy,0,silly,79.0,60
5646,40,1,Mathematics,Calculus,hard,0,silly,215.5,150
5647,40,1,Mathematics,Calculus,easy,1,none,55.7,60
5648,40,1,Mathematics,Calculus,medium,0,silly,113.8,100
5649,40,1,Mathematics,Probability & Statistics,medium,1,none,63.8,100
5650,40,1,Mathematics,Probability & Statistics,medium,1,none,122.2,100
5651,40,1,Mathematics,Probability & Statistics,hard,0,calculation,196.7,150
5652,40,1,Mathematics,Probability & Statistics,easy,1,none,68.4,60
5653,40,1,Mathematics,Probability & Statistics,medium,1,none,75.5,100
5654,40,1,Mathematics,Probability & Statistics,easy,0,silly,73.0,60
5655,40,1,Mathematics,Probability & Statistics,medium,1,none,149.5,100
5656,40,1,Mathematics,Probability & Statistics,hard,0,calculation,210.3,150
5657,40,1,Mathematics,Number Theory,medium,0,calculation,85.6,100
5658,40,1,Mathematics,Number Theory,easy,1,none,83.4,60
5659,40,1,Mathematics,Number Theory,easy,1,none,93.1,60
5660,40,1,Mathematics,Number Theory,medium,1,none,116.9,100
5661,40,1,Mathematics,Number Theory,medium,0,conceptual,127.4,100
5662,40,1,Mathematics,Number Theory,easy,0,silly,75.6,60
5663,40,1,Mathematics,Number Theory,easy,0,silly,49.0,60
5664,40,1,Mathematics,Number Theory,easy,0,conceptual,60.2,60
5665,40,2,Mathematics,Algebra,easy,0,calculation,73.2,60
5666,40,2,Mathematics,Algebra,medium,0,calculation,116.1,100
5667,40,2,Mathematics,Algebra,hard,0,conceptual,176.2,150
5668,40,2,Mathematics,Algebra,medium,1,none,84.3,100
5669,40,2,Mathematics,Algebra,hard,0,silly,176.1,150
5670,40,2,Mathematics,Algebra,easy,1,none,59.3,60
5671,40,2,Mathematics,Algebra,easy,1,none,48.8,60
5672,40,2,Mathematics,Algebra,medium,1,none,82.1,100
5673,40,2,Mathematics,Geometry,easy,1,none,62.7,60
5674,40,2,Mathematics,Geometry,medium,1,none,114.3,100
5675,40,2,Mathematics,Geometry,medium,1,none,117.8,100
5676,40,2,Mathematics,Geometry,easy,1,none,80.9,60
5677,40,2,Mathematics,Geometry,medium,0,silly,94.9,100
